"id_region","id_school","public","ratio","percmin","cstr","scsize","urban","id_student","math","homework","white","sex","ses","parented"
"3","4","public",18,0,4,"2","3","6",48,1,"white","female",-0.449999988079071,"2"
"3","4","public",18,0,4,"2","3","7",34,1,"white","male",-1.10000002384186,"1"
"3","4","public",18,0,4,"2","3","9",33,0,"white","male",-2.03999996185303,"1"
"3","4","public",18,0,4,"2","3","10",47,1,"white","male",0.0599999986588955,"3"
"3","4","public",18,0,4,"2","3","13",40,0,"white","female",-0.0700000002980232,"3"
"3","4","public",18,0,4,"2","3","14",31,1,"white","female",-1.21000003814697,"1"
"3","4","public",18,0,4,"2","3","16",36,2,"white","male",-1.96000003814697,"1"
"3","4","public",18,0,4,"2","3","28",37,1,"white","female",-0.379999995231628,"2"
"3","4","public",18,0,4,"2","3","30",62,5,"white","female",-0.479999989271164,"3"
"3","4","public",18,0,4,"2","3","31",41,1,"white","male",-1.04999995231628,"2"
"3","4","public",18,0,4,"2","3","37",41,1,"white","female",-1.53999996185303,"2"
"3","4","public",18,0,4,"2","3","39",37,1,"white","female",-0.140000000596046,"2"
"3","4","public",18,0,4,"2","3","51",43,1,"white","female",0.920000016689301,"5"
"3","4","public",18,0,4,"2","3","54",40,2,"white","female",-1.27999997138977,"1"
"3","4","public",18,0,4,"2","3","65",42,1,"white","male",-1.30999994277954,"1"
"3","4","public",18,0,4,"2","3","68",64,5,"white","male",-0.0199999995529652,"3"
"3","4","public",18,0,4,"2","3","78",54,4,"white","female",-0.600000023841858,"2"
"3","4","public",18,0,4,"2","3","85",65,4,"white","male",-0.129999995231628,"3"
"3","4","public",18,0,4,"2","3","88",45,1,"non-white","male",-0.189999997615814,"2"
"3","4","public",18,0,4,"2","3","89",48,2,"white","male",-0.259999990463257,"3"
"3","5","public",12,1,4,"2","3","1",62,0,"white","female",0.439999997615814,"3"
"3","5","public",12,1,4,"2","3","4",33,2,"white","female",-0.75,"3"
"3","5","public",12,1,4,"2","3","9",53,1,"white","female",-0.889999985694885,"2"
"3","5","public",12,1,4,"2","3","13",43,1,"white","male",0.479999989271164,"4"
"3","5","public",12,1,4,"2","3","19",54,0,"white","female",-0.189999997615814,"3"
"3","5","public",12,1,4,"2","3","20",60,0,"white","male",-0.200000002980232,"3"
"3","5","public",12,1,4,"2","3","29",58,2,"white","male",0.0500000007450581,"3"
"3","5","public",12,1,4,"2","3","48",49,2,"white","female",-0.430000007152557,"3"
"3","5","public",12,1,4,"2","3","51",49,0,"white","female",-0.140000000596046,"3"
"3","5","public",12,1,4,"2","3","60",53,1,"white","male",0.300000011920929,"3"
"3","5","public",12,1,4,"2","3","61",56,1,"white","male",-0.490000009536743,"3"
"3","5","public",12,1,4,"2","3","65",58,1,"white","male",-0.709999978542328,"3"
"3","5","public",12,1,4,"2","3","66",46,0,"white","male",-0.209999993443489,"3"
"3","5","public",12,1,4,"2","3","67",32,2,"white","male",-0.209999993443489,"2"
"3","5","public",12,1,4,"2","3","68",60,0,"white","female",1.08000004291534,"5"
"3","5","public",12,1,4,"2","3","69",48,1,"white","male",-1.28999996185303,"2"
"3","5","public",12,1,4,"2","3","74",47,1,"white","male",0.219999998807907,"3"
"3","5","public",12,1,4,"2","3","76",52,0,"white","female",-0.560000002384186,"3"
"3","5","public",12,1,4,"2","3","78",42,1,"white","male",-0.529999971389771,"1"
"3","5","public",12,1,4,"2","3","84",58,1,"white","male",0.230000004172325,"3"
"3","5","public",12,1,4,"2","3","97",41,0,"white","female",-0.670000016689301,"1"
"3","5","public",12,1,4,"2","3","99",43,2,"white","female",0.140000000596046,"3"
"3","6","public",11,6,4,"4","1","7",42,1,"non-white","male",-0.0599999986588955,"3"
"3","6","public",11,6,4,"4","1","9",46,1,"non-white","female",-2.07999992370605,"1"
"3","6","public",11,6,4,"4","1","24",43,1,"non-white","female",-1.25,"3"
"3","6","public",11,6,4,"4","1","33",46,1,"non-white","female",-0.860000014305115,"1"
"3","6","public",11,6,4,"4","1","36",47,1,"non-white","male",-0.899999976158142,"1"
"3","6","public",11,6,4,"4","1","37",49,1,"non-white","female",-2.41000008583069,"1"
"3","6","public",11,6,4,"4","1","42",47,2,"non-white","female",0.180000007152557,"3"
"3","6","public",11,6,4,"4","1","44",44,1,"non-white","female",-1.4099999666214,"1"
"3","6","public",11,6,4,"4","1","45",39,3,"non-white","female",-1.04999995231628,"1"
"3","6","public",11,6,4,"4","1","57",41,1,"white","male",-1.35000002384186,"3"
"3","6","public",11,6,4,"4","1","59",51,0,"non-white","female",-1.11000001430511,"2"
"3","6","public",11,6,4,"4","1","63",45,0,"non-white","male",-1.35000002384186,"1"
"3","6","public",11,6,4,"4","1","67",57,0,"non-white","male",-0.529999971389771,"3"
"3","6","public",11,6,4,"4","1","73",47,1,"non-white","male",-1.28999996185303,"2"
"3","6","public",11,6,4,"4","1","76",42,2,"non-white","male",-1.91999995708466,"1"
"3","6","public",11,6,4,"4","1","80",47,1,"non-white","female",-0.970000028610229,"3"
"3","6","public",11,6,4,"4","1","83",47,3,"non-white","female",-0.330000013113022,"3"
"3","6","public",11,6,4,"4","1","84",51,1,"non-white","female",-0.150000005960464,"2"
"3","6","public",11,6,4,"4","1","86",53,1,"non-white","female",-2.23000001907349,"1"
"3","6","public",11,6,4,"4","1","95",44,1,"non-white","male",-0.300000011920929,"3"
"2","7","non-public",10,3,3,"3","1","0",62,4,"white","male",1.62999999523163,"6"
"2","7","non-public",10,3,3,"3","1","1",68,5,"white","female",0.479999989271164,"4"
"2","7","non-public",10,3,3,"3","1","3",56,5,"white","male",0.689999997615814,"5"
"2","7","non-public",10,3,3,"3","1","4",68,5,"white","female",0.600000023841858,"4"
"2","7","non-public",10,3,3,"3","1","6",61,2,"white","female",0.769999980926514,"4"
"2","7","non-public",10,3,3,"3","1","7",61,2,"white","female",1.19000005722046,"5"
"2","7","non-public",10,3,3,"3","1","9",62,3,"white","female",1.16999995708466,"5"
"2","7","non-public",10,3,3,"3","1","11",60,1,"white","female",1.12000000476837,"6"
"2","7","non-public",10,3,3,"3","1","12",68,2,"white","female",1.85000002384186,"6"
"2","7","non-public",10,3,3,"3","1","13",63,0,"white","male",0.75,"4"
"2","7","non-public",10,3,3,"3","1","14",71,5,"white","male",1,"4"
"2","7","non-public",10,3,3,"3","1","16",61,1,"white","male",1.79999995231628,"6"
"2","7","non-public",10,3,3,"3","1","17",60,2,"white","male",1.42999994754791,"5"
"2","7","non-public",10,3,3,"3","1","18",69,5,"non-white","female",-0.119999997317791,"4"
"2","7","non-public",10,3,3,"3","1","19",70,6,"non-white","female",0.980000019073486,"5"
"2","7","non-public",10,3,3,"3","1","20",66,1,"white","male",1,"4"
"2","7","non-public",10,3,3,"3","1","22",63,2,"white","male",1.23000001907349,"5"
"2","7","non-public",10,3,3,"3","1","25",63,1,"white","female",0.860000014305115,"4"
"2","7","non-public",10,3,3,"3","1","26",67,2,"white","female",0.180000007152557,"4"
"2","7","non-public",10,3,3,"3","1","27",62,5,"white","female",1.48000001907349,"6"
"2","7","non-public",10,3,3,"3","1","28",51,4,"white","female",1.25,"5"
"2","7","non-public",10,3,3,"3","1","29",64,4,"white","male",1.17999994754791,"5"
"2","7","non-public",10,3,3,"3","1","30",57,1,"white","female",0.639999985694885,"5"
"2","7","non-public",10,3,3,"3","1","31",67,4,"white","male",1.12999999523163,"4"
"2","7","non-public",10,3,3,"3","1","32",57,1,"white","male",1.82000005245209,"6"
"2","7","non-public",10,3,3,"3","1","34",69,4,"white","female",1.3400000333786,"6"
"2","7","non-public",10,3,3,"3","1","35",54,1,"white","male",0.680000007152557,"4"
"2","7","non-public",10,3,3,"3","1","39",69,5,"white","female",1.11000001430511,"4"
"2","7","non-public",10,3,3,"3","1","40",63,5,"white","female",1.39999997615814,"5"
"2","7","non-public",10,3,3,"3","1","41",43,1,"white","female",0.790000021457672,"6"
"2","7","non-public",10,3,3,"3","1","42",60,5,"white","female",1.61000001430511,"6"
"2","7","non-public",10,3,3,"3","1","43",71,4,"white","male",1.02999997138977,"5"
"2","7","non-public",10,3,3,"3","1","44",63,0,"white","male",1.37999999523163,"5"
"2","7","non-public",10,3,3,"3","1","46",56,2,"white","male",1.27999997138977,"6"
"2","7","non-public",10,3,3,"3","1","47",65,5,"white","female",0.560000002384186,"4"
"2","7","non-public",10,3,3,"3","1","48",69,4,"white","male",1.02999997138977,"5"
"2","7","non-public",10,3,3,"3","1","49",61,2,"white","female",1.29999995231628,"5"
"2","7","non-public",10,3,3,"3","1","54",70,5,"white","female",1.23000001907349,"6"
"2","7","non-public",10,3,3,"3","1","56",56,1,"white","male",1.41999995708466,"6"
"2","7","non-public",10,3,3,"3","1","57",61,3,"white","male",1.00999999046326,"5"
"2","7","non-public",10,3,3,"3","1","60",60,4,"white","male",1.32000005245209,"6"
"2","7","non-public",10,3,3,"3","1","61",65,3,"white","female",0.970000028610229,"5"
"2","7","non-public",10,3,3,"3","1","63",64,4,"white","male",1.30999994277954,"4"
"2","7","non-public",10,3,3,"3","1","64",65,7,"white","male",0.0900000035762787,"3"
"2","7","non-public",10,3,3,"3","1","65",70,5,"white","male",1.48000001907349,"5"
"2","7","non-public",10,3,3,"3","1","66",67,1,"non-white","male",-0.349999994039536,"3"
"2","7","non-public",10,3,3,"3","1","68",63,1,"white","female",0.400000005960464,"3"
"2","7","non-public",10,3,3,"3","1","69",63,3,"white","male",0.860000014305115,"5"
"2","7","non-public",10,3,3,"3","1","70",64,4,"white","male",0.850000023841858,"4"
"2","7","non-public",10,3,3,"3","1","71",56,3,"non-white","male",1.0900000333786,"5"
"2","7","non-public",10,3,3,"3","1","72",63,3,"white","female",1,"4"
"2","7","non-public",10,3,3,"3","1","73",67,1,"white","female",0.259999990463257,"3"
"2","7","non-public",10,3,3,"3","1","75",54,4,"non-white","male",0.980000019073486,"5"
"2","7","non-public",10,3,3,"3","1","76",55,5,"white","male",1.5,"6"
"2","7","non-public",10,3,3,"3","1","77",67,3,"white","male",0.930000007152557,"5"
"2","7","non-public",10,3,3,"3","1","78",58,1,"non-white","female",1.01999998092651,"6"
"2","7","non-public",10,3,3,"3","1","80",57,5,"white","male",1.54999995231628,"6"
"2","7","non-public",10,3,3,"3","1","81",63,4,"non-white","male",1.25999999046326,"6"
"2","7","non-public",10,3,3,"3","1","82",67,6,"white","female",1.67999994754791,"6"
"2","7","non-public",10,3,3,"3","1","83",70,3,"white","female",1.3400000333786,"6"
"2","7","non-public",10,3,3,"3","1","86",69,5,"white","male",1.04999995231628,"5"
"2","7","non-public",10,3,3,"3","1","91",68,5,"white","female",1.79999995231628,"6"
"2","7","non-public",10,3,3,"3","1","92",52,5,"white","male",0.680000007152557,"4"
"2","7","non-public",10,3,3,"3","1","94",63,5,"white","male",0.230000004172325,"3"
"2","7","non-public",10,3,3,"3","1","95",55,2,"white","female",1.22000002861023,"6"
"2","7","non-public",10,3,3,"3","1","96",69,5,"white","male",1.00999999046326,"5"
"2","7","non-public",10,3,3,"3","1","99",68,4,"white","male",1.17999994754791,"5"
"3","8","public",14,5,3,"6","1","1",69,3,"non-white","male",0.810000002384186,"4"
"3","8","public",14,5,3,"6","1","6",46,1,"non-white","male",-0.709999978542328,"3"
"3","8","public",14,5,3,"6","1","16",46,2,"non-white","female",-0.540000021457672,"1"
"3","8","public",14,5,3,"6","1","18",44,1,"white","male",0.00999999977648258,"3"
"3","8","public",14,5,3,"6","1","19",65,4,"white","female",0.899999976158142,"5"
"3","8","public",14,5,3,"6","1","20",52,1,"white","male",0.970000028610229,"5"
"3","8","public",14,5,3,"6","1","21",40,1,"white","male",-0.140000000596046,"3"
"3","8","public",14,5,3,"6","1","26",54,2,"non-white","female",-0.129999995231628,"3"
"3","8","public",14,5,3,"6","1","36",58,3,"white","male",-0.879999995231628,"3"
"3","8","public",14,5,3,"6","1","38",53,2,"white","female",1.54999995231628,"6"
"3","8","public",14,5,3,"6","1","43",62,3,"white","female",0.860000014305115,"6"
"3","8","public",14,5,3,"6","1","49",40,1,"non-white","male",-0.550000011920929,"2"
"3","8","public",14,5,3,"6","1","50",34,2,"non-white","female",-0.0199999995529652,"3"
"3","8","public",14,5,3,"6","1","51",41,1,"non-white","female",-0.689999997615814,"3"
"3","8","public",14,5,3,"6","1","53",46,2,"non-white","male",0.180000007152557,"3"
"3","8","public",14,5,3,"6","1","63",41,1,"white","male",-0.920000016689301,"3"
"3","8","public",14,5,3,"6","1","68",60,2,"non-white","male",-2.03999996185303,"1"
"3","8","public",14,5,3,"6","1","79",50,3,"non-white","female",-0.990000009536743,"2"
"3","8","public",14,5,3,"6","1","81",35,1,"non-white","female",-1.96000003814697,"1"
"3","8","public",14,5,3,"6","1","89",65,5,"white","female",1.04999995231628,"5"
"3","8","public",14,5,3,"6","1","96",42,3,"non-white","female",-0.349999994039536,"3"
"3","9","public",22,5,4,"2","3","0",48,1,"white","female",0.759999990463257,"4"
"3","9","public",22,5,4,"2","3","7",45,1,"non-white","male",-1.12000000476837,"2"
"3","9","public",22,5,4,"2","3","8",48,2,"white","male",0.28999999165535,"3"
"3","9","public",22,5,4,"2","3","14",62,4,"non-white","female",-0.990000009536743,"2"
"3","9","public",22,5,4,"2","3","17",43,0,"non-white","male",-0.490000009536743,"4"
"3","9","public",22,5,4,"2","3","20",56,1,"white","female",-0.319999992847443,"2"
"3","9","public",22,5,4,"2","3","29",40,2,"white","female",-0.28999999165535,"2"
"3","9","public",22,5,4,"2","3","36",37,1,"non-white","male",-1.41999995708466,"2"
"3","9","public",22,5,4,"2","3","39",34,1,"non-white","female",-2.03999996185303,"1"
"3","9","public",22,5,4,"2","3","47",38,1,"non-white","male",-1.10000002384186,"1"
"3","9","public",22,5,4,"2","3","50",40,1,"white","male",1.25,"5"
"3","9","public",22,5,4,"2","3","53",37,2,"white","female",-0.560000002384186,"2"
"3","9","public",22,5,4,"2","3","59",56,1,"white","male",0.709999978542328,"4"
"3","9","public",22,5,4,"2","3","61",41,1,"non-white","female",-1.33000004291534,"1"
"3","9","public",22,5,4,"2","3","66",71,3,"white","male",-0.119999997317791,"3"
"3","9","public",22,5,4,"2","3","68",48,0,"white","female",-0.689999997615814,"1"
"3","9","public",22,5,4,"2","3","74",42,1,"white","male",-0.660000026226044,"2"
"3","9","public",22,5,4,"2","3","82",41,1,"non-white","female",-1.17999994754791,"1"
"3","9","public",22,5,4,"2","3","88",60,2,"white","male",0.819999992847443,"6"
"3","9","public",22,5,4,"2","3","89",42,1,"non-white","female",-0.850000023841858,"2"
"3","9","public",22,5,4,"2","3","92",44,1,"white","female",-0.389999985694885,"2"
"1","10","public",17,1,4,"2","1","2",68,5,"white","female",-0.860000014305115,"2"
"1","10","public",17,1,4,"2","1","17",50,3,"white","male",-0.409999996423721,"3"
"1","10","public",17,1,4,"2","1","44",43,1,"white","female",-0.439999997615814,"2"
"1","10","public",17,1,4,"2","1","49",44,2,"white","female",-0.189999997615814,"3"
"1","10","public",17,1,4,"2","1","52",37,0,"white","male",-1.02999997138977,"2"
"1","10","public",17,1,4,"2","1","53",67,4,"white","male",0.0299999993294477,"4"
"1","10","public",17,1,4,"2","1","56",37,1,"white","male",-0.720000028610229,"3"
"1","10","public",17,1,4,"2","1","63",43,2,"white","female",-1.27999997138977,"1"
"1","10","public",17,1,4,"2","1","67",36,0,"white","female",-0.839999973773956,"2"
"1","10","public",17,1,4,"2","1","68",37,0,"white","male",-0.490000009536743,"2"
"1","10","public",17,1,4,"2","1","71",62,2,"white","male",-0.670000016689301,"2"
"1","10","public",17,1,4,"2","1","76",64,3,"white","female",0.0900000035762787,"3"
"1","10","public",17,1,4,"2","1","77",64,3,"white","male",-0.189999997615814,"4"
"1","10","public",17,1,4,"2","1","82",37,1,"white","male",-0.159999996423721,"3"
"1","10","public",17,1,4,"2","1","85",46,0,"white","female",-0.560000002384186,"3"
"1","10","public",17,1,4,"2","1","89",43,2,"white","male",-0.230000004172325,"3"
"1","10","public",17,1,4,"2","1","92",45,0,"white","male",-1.11000001430511,"1"
"1","10","public",17,1,4,"2","1","97",47,1,"white","male",-0.28999999165535,"3"
"1","10","public",17,1,4,"2","1","98",34,1,"white","male",-1.19000005722046,"1"
"1","10","public",17,1,4,"2","1","99",53,1,"white","female",0.449999988079071,"4"
